State,State_abbrev,Year,Beer (Per capita consumption),Wine (Per capita consumption),Spirits (Per capita consumption),All beverages (Per capita consumption)
Pennsylvania,PA,2009,1.37,0.28,0.63,2.27
Pennsylvania,PA,2008,1.36,0.26,0.61,2.23
Pennsylvania,PA,2007,1.35,0.25,0.58,2.18
Pennsylvania,PA,2006,1.32,0.23,0.55,2.1
Pennsylvania,PA,2005,1.32,0.23,0.55,2.11
Pennsylvania,PA,2004,1.3,0.23,0.53,2.06
Pennsylvania,PA,2003,1.31,0.22,0.51,2.04
Pennsylvania,PA,2002,1.35,0.21,0.49,2.06
Pennsylvania,PA,2001,1.33,0.2,0.48,2.02
Pennsylvania,PA,2000,1.29,0.2,0.47,1.96
Pennsylvania,PA,1999,1.27,0.2,0.46,1.92
Pennsylvania,PA,1998,1.21,0.18,0.45,1.85
Pennsylvania,PA,1997,1.32,0.18,0.45,1.95
Pennsylvania,PA,1996,1.26,0.17,0.45,1.88
Pennsylvania,PA,1995,1.26,0.17,0.45,1.88
Pennsylvania,PA,1994,1.28,0.18,0.47,1.93
Pennsylvania,PA,1993,1.31,0.17,0.48,1.96
Pennsylvania,PA,1992,1.3,0.18,0.51,1.99
Pennsylvania,PA,1991,1.36,0.17,0.52,2.05
Pennsylvania,PA,1990,1.42,0.18,0.55,2.15
Pennsylvania,PA,1989,1.38,0.18,0.57,2.13
Pennsylvania,PA,1988,1.41,0.19,0.54,2.14
Pennsylvania,PA,1987,1.4,0.2,0.62,2.22
Pennsylvania,PA,1986,1.4,0.21,0.64,2.25
Pennsylvania,PA,1985,1.38,0.21,0.65,2.23
Pennsylvania,PA,1984,1.38,0.21,0.67,2.26
Pennsylvania,PA,1983,1.41,0.22,0.67,2.31
Pennsylvania,PA,1982,1.44,0.23,0.7,2.37
Pennsylvania,PA,1981,1.42,0.23,0.72,2.38
Pennsylvania,PA,1980,1.45,0.22,0.71,2.39
Pennsylvania,PA,1979,1.4,0.22,0.72,2.34
Pennsylvania,PA,1978,1.35,0.21,0.73,2.3
Pennsylvania,PA,1977,1.34,0.2,0.74,2.27
Rhode Island,RI,2016,0.94,0.58,1.05,2.57
Rhode Island,RI,2015,0.96,0.57,0.99,2.52
Rhode Island,RI,2014,1.02,0.51,0.86,2.39
Rhode Island,RI,2013,1,0.58,0.98,2.56
Rhode Island,RI,2012,1.03,0.59,0.97,2.58
Rhode Island,RI,2011,1.04,0.58,0.94,2.55
Rhode Island,RI,2010,1.07,0.56,0.92,2.55
Rhode Island,RI,2009,1.07,0.55,0.85,2.47
Rhode Island,RI,2008,1.09,0.52,0.84,2.46
Rhode Island,RI,2007,1.1,0.53,0.82,2.45
Rhode Island,RI,2006,1.07,0.51,0.83,2.41
Rhode Island,RI,2005,0.98,0.49,0.82,2.29
Rhode Island,RI,2004,1.13,0.5,0.8,2.42
Rhode Island,RI,2003,1.13,0.51,0.8,2.45
Rhode Island,RI,2002,1.17,0.48,0.74,2.4
Rhode Island,RI,2001,1.19,0.46,0.7,2.36
Rhode Island,RI,2000,1.16,0.46,0.7,2.31
Rhode Island,RI,1999,1.14,0.45,0.69,2.28
Rhode Island,RI,1998,1.14,0.47,0.63,2.24
Rhode Island,RI,1997,1.22,0.44,0.64,2.3
Rhode Island,RI,1996,1.16,0.42,0.66,2.24
Rhode Island,RI,1995,1.18,0.38,0.63,2.19
Rhode Island,RI,1994,1.23,0.38,0.66,2.27
Rhode Island,RI,1993,1.22,0.36,0.69,2.27
Rhode Island,RI,1992,1.24,0.39,0.7,2.33
Rhode Island,RI,1991,1.33,0.37,0.71,2.41
Rhode Island,RI,1990,1.31,0.44,0.79,2.54
Rhode Island,RI,1989,1.35,0.46,0.86,2.67
Rhode Island,RI,1988,1.38,0.49,0.96,2.82
Rhode Island,RI,1987,1.39,0.51,0.93,2.83
Rhode Island,RI,1986,1.4,0.53,0.92,2.85
Rhode Island,RI,1985,1.4,0.51,1.03,2.93
Rhode Island,RI,1984,1.37,0.52,1.03,2.92
Rhode Island,RI,1983,1.48,0.5,1.06,3.04
Rhode Island,RI,1982,1.34,0.55,1.04,2.94
Rhode Island,RI,1981,1.36,0.53,1.04,2.92
Rhode Island,RI,1980,1.46,0.53,1.13,3.13
Rhode Island,RI,1979,1.42,0.49,1.08,2.98
Rhode Island,RI,1978,1.37,0.48,1.13,2.98
Rhode Island,RI,1977,1.35,0.42,1.09,2.86
South Carolina,SC,2016,1.18,0.25,0.79,2.22
South Carolina,SC,2015,1.21,0.25,0.79,2.25
South Carolina,SC,2014,1.23,0.25,0.8,2.28
South Carolina,SC,2013,1.26,0.25,0.8,2.31
South Carolina,SC,2012,1.28,0.25,0.79,2.32
South Carolina,SC,2011,1.29,0.25,0.78,2.31
South Carolina,SC,2010,1.31,0.24,0.76,2.31
South Carolina,SC,2009,1.35,0.24,0.76,2.34
South Carolina,SC,2008,1.39,0.24,0.76,2.4
South Carolina,SC,2007,1.42,0.24,0.76,2.42
South Carolina,SC,2006,1.45,0.24,0.76,2.45
South Carolina,SC,2005,1.43,0.24,0.75,2.42
South Carolina,SC,2004,1.39,0.24,0.76,2.38
South Carolina,SC,2003,1.38,0.23,0.74,2.35
South Carolina,SC,2002,1.4,0.22,0.67,2.3
South Carolina,SC,2001,1.4,0.22,0.65,2.27
South Carolina,SC,2000,1.49,0.22,0.72,2.43
South Carolina,SC,1999,1.48,0.22,0.72,2.41
South Carolina,SC,1998,1.44,0.21,0.72,2.37
South Carolina,SC,1997,1.48,0.2,0.71,2.4
South Carolina,SC,1996,1.38,0.21,0.71,2.3
South Carolina,SC,1995,1.33,0.19,0.68,2.2
South Carolina,SC,1994,1.38,0.17,0.74,2.29
South Carolina,SC,1993,1.36,0.2,0.75,2.3
South Carolina,SC,1992,1.34,0.2,0.79,2.33
South Carolina,SC,1991,1.34,0.22,0.84,2.41
South Carolina,SC,1990,1.44,0.25,0.92,2.61
South Carolina,SC,1989,1.39,0.24,0.86,2.49
South Carolina,SC,1988,1.38,0.26,0.9,2.54
South Carolina,SC,1987,1.35,0.27,0.89,2.52
South Carolina,SC,1986,1.31,0.27,0.93,2.52
South Carolina,SC,1985,1.28,0.25,1,2.53
South Carolina,SC,1984,1.27,0.24,1.01,2.52
South Carolina,SC,1983,1.27,0.2,1.02,2.49
South Carolina,SC,1982,1.23,0.2,0.99,2.43
South Carolina,SC,1981,1.24,0.19,1.04,2.48
South Carolina,SC,1980,1.22,0.18,1.06,2.45
South Carolina,SC,1979,1.18,0.16,1.12,2.45
South Carolina,SC,1978,1.14,0.17,1.15,2.45
South Carolina,SC,1977,1.12,0.16,1.09,2.37
South Dakota,SD,2016,1.46,0.31,1.1,2.87
South Dakota,SD,2015,1.48,0.29,1.02,2.79
South Dakota,SD,2014,1.5,0.25,0.99,2.74
South Dakota,SD,2013,1.52,0.28,1.02,2.81
South Dakota,SD,2012,1.53,0.26,0.96,2.76
South Dakota,SD,2011,1.51,0.28,0.97,2.77
South Dakota,SD,2010,1.53,0.24,0.92,2.69
South Dakota,SD,2009,1.54,0.22,0.89,2.65
South Dakota,SD,2008,1.57,0.22,0.87,2.66
South Dakota,SD,2007,1.52,0.22,0.87,2.61
South Dakota,SD,2006,1.51,0.19,0.79,2.5
South Dakota,SD,2005,1.5,0.19,0.83,2.52
South Dakota,SD,2004,1.51,0.18,0.76,2.45
South Dakota,SD,2003,1.52,0.16,0.74,2.41
South Dakota,SD,2002,1.51,0.15,0.67,2.34
South Dakota,SD,2001,1.49,0.15,0.71,2.35
South Dakota,SD,2000,1.46,0.15,0.69,2.3
South Dakota,SD,1999,1.43,0.14,0.7,2.27
South Dakota,SD,1998,1.41,0.13,0.68,2.23
South Dakota,SD,1997,1.33,0.13,0.69,2.15
South Dakota,SD,1996,1.33,0.13,0.68,2.15
South Dakota,SD,1995,1.35,0.12,0.73,2.21
South Dakota,SD,1994,1.38,0.12,0.73,2.24
South Dakota,SD,1993,1.35,0.12,0.73,2.2
South Dakota,SD,1992,1.37,0.15,0.74,2.26
South Dakota,SD,1991,1.37,0.15,0.76,2.27
South Dakota,SD,1990,1.36,0.18,0.8,2.34
South Dakota,SD,1989,1.3,0.15,0.72,2.17
South Dakota,SD,1988,1.25,0.16,0.79,2.21
South Dakota,SD,1987,1.27,0.2,0.81,2.28
South Dakota,SD,1986,1.26,0.2,0.83,2.29
South Dakota,SD,1985,1.23,0.18,0.95,2.35
South Dakota,SD,1984,1.28,0.17,0.9,2.35
South Dakota,SD,1983,1.31,0.17,0.96,2.44
South Dakota,SD,1982,1.29,0.18,0.97,2.44
South Dakota,SD,1981,1.31,0.19,1.04,2.54
South Dakota,SD,1980,1.3,0.18,1.07,2.56
South Dakota,SD,1979,1.23,0.17,1.04,2.44
South Dakota,SD,1978,1.2,0.17,1.05,2.42
South Dakota,SD,1977,1.16,0.17,1.07,2.39
Tennessee,TN,2016,1.02,0.33,0.79,2.14
Tennessee,TN,2015,1.03,0.27,0.76,2.06
Tennessee,TN,2014,1.04,0.25,0.73,2.02
Tennessee,TN,2013,1.05,0.25,0.7,2
Tennessee,TN,2012,1.07,0.25,0.68,2
Tennessee,TN,2011,1.13,0.24,0.66,2.04
Tennessee,TN,2010,1.04,0.22,0.61,1.88
Tennessee,TN,2009,1.05,0.21,0.57,1.83
Tennessee,TN,2008,1.1,0.2,0.57,1.87
Tennessee,TN,2007,1.13,0.2,0.56,1.9
Tennessee,TN,2006,1.14,0.19,0.56,1.89
Tennessee,TN,2005,1.19,0.19,0.55,1.92
Tennessee,TN,2004,1.22,0.18,0.53,1.93
Tennessee,TN,2003,1.27,0.18,0.52,1.96
Tennessee,TN,2002,1.17,0.17,0.51,1.86
Tennessee,TN,2001,1.15,0.16,0.5,1.81
Tennessee,TN,2000,1.19,0.16,0.51,1.85
Tennessee,TN,1999,1.19,0.15,0.49,1.83
Tennessee,TN,1998,1.19,0.15,0.5,1.84
Tennessee,TN,1997,1.14,0.15,0.5,1.8
Tennessee,TN,1996,1.14,0.15,0.51,1.8
Tennessee,TN,1995,1.17,0.15,0.51,1.83
Tennessee,TN,1994,1.18,0.15,0.53,1.86
Tennessee,TN,1993,1.2,0.14,0.54,1.87
Tennessee,TN,1992,1.21,0.14,0.56,1.9
Tennessee,TN,1991,1.19,0.13,0.54,1.87
Tennessee,TN,1990,1.22,0.14,0.6,1.96
Tennessee,TN,1989,1.2,0.14,0.6,1.93
Tennessee,TN,1988,1.22,0.15,0.61,1.97
Tennessee,TN,1987,1.19,0.15,0.63,1.97
Tennessee,TN,1986,1.18,0.16,0.63,1.98
Tennessee,TN,1985,1.12,0.16,0.68,1.97
Tennessee,TN,1984,1.11,0.15,0.7,1.97
Tennessee,TN,1983,1.11,0.14,0.7,1.95
Tennessee,TN,1982,1.13,0.14,0.7,1.97
Tennessee,TN,1981,1.14,0.13,0.71,1.98
Tennessee,TN,1980,1.1,0.12,0.69,1.91
Tennessee,TN,1979,1.1,0.11,0.7,1.91
Tennessee,TN,1978,1.12,0.1,0.7,1.93
Tennessee,TN,1977,1.07,0.1,0.69,1.86
Texas,TX,2016,1.3,0.34,0.69,2.34
Texas,TX,2015,1.28,0.33,0.67,2.29
Texas,TX,2014,1.25,0.33,0.65,2.24
Texas,TX,2013,1.3,0.32,0.63,2.25
Texas,TX,2012,1.33,0.32,0.63,2.28
Texas,TX,2011,1.35,0.31,0.61,2.27
Texas,TX,2010,1.35,0.29,0.59,2.23
Texas,TX,2009,1.41,0.28,0.58,2.26
Texas,TX,2008,1.43,0.27,0.58,2.28
Texas,TX,2007,1.41,0.27,0.56,2.24
Texas,TX,2006,1.43,0.26,0.55,2.24
Texas,TX,2005,1.43,0.25,0.53,2.2
Texas,TX,2004,1.45,0.24,0.52,2.21
Texas,TX,2003,1.46,0.23,0.51,2.19
Texas,TX,2002,1.49,0.22,0.5,2.21
Texas,TX,2001,1.51,0.21,0.49,2.21
Texas,TX,2000,1.53,0.22,0.5,2.25
Texas,TX,1999,1.54,0.2,0.49,2.23
Texas,TX,1998,1.52,0.2,0.5,2.21
Texas,TX,1997,1.56,0.19,0.47,2.22
Texas,TX,1996,1.57,0.2,0.49,2.26
Texas,TX,1995,1.58,0.19,0.5,2.27
Texas,TX,1994,1.6,0.2,0.51,2.31
Texas,TX,1993,1.6,0.2,0.53,2.33
Texas,TX,1992,1.65,0.24,0.55,2.45
Texas,TX,1991,1.6,0.25,0.55,2.4
Texas,TX,1990,1.64,0.26,0.58,2.47
Texas,TX,1989,1.62,0.27,0.58,2.46
Texas,TX,1988,1.61,0.28,0.59,2.47
Texas,TX,1987,1.62,0.29,0.61,2.52
Texas,TX,1986,1.67,0.31,0.65,2.63
Texas,TX,1985,1.68,0.3,0.73,2.71
Texas,TX,1984,1.73,0.28,0.79,2.8
Texas,TX,1983,1.72,0.27,0.79,2.78
Texas,TX,1982,1.83,0.18,0.84,2.84
Texas,TX,1981,1.84,0.24,0.85,2.94
Texas,TX,1980,1.75,0.22,0.8,2.77
Texas,TX,1979,1.7,0.14,0.84,2.68
Texas,TX,1978,1.64,0.14,0.82,2.6
Texas,TX,1977,1.59,0.14,0.78,2.51
Utah,UT,2016,0.63,0.19,0.52,1.34
Utah,UT,2015,0.65,0.2,0.54,1.39
Utah,UT,2014,0.66,0.19,0.52,1.37
Utah,UT,2013,0.67,0.19,0.51,1.36
Utah,UT,2012,0.69,0.19,0.5,1.37
Utah,UT,2011,0.68,0.18,0.49,1.36
Utah,UT,2010,0.7,0.18,0.47,1.35
Utah,UT,2009,0.72,0.17,0.47,1.36
Utah,UT,2008,0.76,0.17,0.47,1.41
Utah,UT,2007,0.77,0.16,0.44,1.38
Utah,UT,2006,0.73,0.16,0.44,1.33
Utah,UT,2005,0.7,0.16,0.41,1.27
Utah,UT,2004,0.76,0.15,0.39,1.3
Utah,UT,2003,0.76,0.14,0.39,1.3
Utah,UT,2002,0.77,0.14,0.39,1.3
Utah,UT,2001,0.77,0.14,0.39,1.3
Utah,UT,2000,0.75,0.14,0.4,1.29
Utah,UT,1999,0.74,0.13,0.38,1.25
Utah,UT,1998,0.77,0.13,0.37,1.27
Utah,UT,1997,0.75,0.13,0.39,1.27
Utah,UT,1996,0.73,0.13,0.37,1.23
Utah,UT,1995,0.71,0.11,0.37,1.19
Utah,UT,1994,0.76,0.09,0.38,1.24
Utah,UT,1993,0.78,0.11,0.39,1.28
Utah,UT,1992,0.79,0.12,0.42,1.33
Utah,UT,1991,0.8,0.12,0.43,1.34
Utah,UT,1990,0.8,0.12,0.46,1.39
Utah,UT,1989,0.81,0.13,0.47,1.41
Utah,UT,1988,0.82,0.14,0.48,1.45
Utah,UT,1987,0.84,0.15,0.49,1.49
Utah,UT,1986,0.88,0.16,0.52,1.57
Utah,UT,1985,0.89,0.15,0.53,1.57
Utah,UT,1984,0.89,0.14,0.52,1.55
Utah,UT,1983,0.89,0.14,0.51,1.54
Utah,UT,1982,1.01,0.15,0.55,1.7
Utah,UT,1981,1.02,0.15,0.59,1.75
Utah,UT,1980,0.96,0.14,0.6,1.7
Utah,UT,1979,0.94,0.15,0.59,1.68
Utah,UT,1978,0.93,0.14,0.59,1.66
Utah,UT,1977,0.94,0.13,0.57,1.64
Vermont,VT,2016,1.56,0.79,0.73,3.08
Vermont,VT,2015,1.57,0.78,0.73,3.07
Vermont,VT,2014,1.55,0.78,0.72,3.05
Vermont,VT,2013,1.54,0.74,0.72,3
Vermont,VT,2012,1.51,0.7,0.71,2.92
Vermont,VT,2011,1.46,0.68,0.71,2.85
Vermont,VT,2010,1.44,0.64,0.71,2.8
Vermont,VT,2009,1.43,0.64,0.7,2.77
Vermont,VT,2008,1.45,0.63,0.71,2.79
Vermont,VT,2007,1.46,0.62,0.7,2.78
Vermont,VT,2006,1.45,0.6,0.69,2.73
Vermont,VT,2005,1.44,0.57,0.68,2.69
Vermont,VT,2004,1.34,0.55,0.66,2.56
Vermont,VT,2003,1.34,0.52,0.65,2.51
Vermont,VT,2002,1.34,0.51,0.63,2.48
Vermont,VT,2001,1.34,0.48,0.63,2.45
Vermont,VT,2000,1.32,0.49,0.63,2.43
Vermont,VT,1999,1.32,0.48,0.62,2.42
Vermont,VT,1998,1.31,0.46,0.62,2.39
Vermont,VT,1997,1.29,0.45,0.63,2.37
Vermont,VT,1996,1.35,0.43,0.64,2.42
Vermont,VT,1995,1.28,0.41,0.66,2.35
Vermont,VT,1994,1.34,0.42,0.74,2.5
Vermont,VT,1993,1.34,0.44,0.74,2.52
Vermont,VT,1992,1.35,0.44,0.78,2.57
Vermont,VT,1991,1.41,0.46,0.82,2.69
Vermont,VT,1990,1.47,0.48,0.85,2.8
Vermont,VT,1989,1.49,0.53,0.89,2.91
Vermont,VT,1988,1.54,0.57,0.95,3.05
Vermont,VT,1987,1.58,0.59,1,3.18
Vermont,VT,1986,1.57,0.6,1.06,3.22
Vermont,VT,1985,1.51,0.56,1.1,3.17
Vermont,VT,1984,1.49,0.49,1.16,3.15
Vermont,VT,1983,1.53,0.5,1.2,3.23
Vermont,VT,1982,1.48,0.5,1.24,3.22
Vermont,VT,1981,1.49,0.5,1.34,3.32
Vermont,VT,1980,1.43,0.48,1.38,3.29
Vermont,VT,1979,1.53,0.46,1.47,3.46
Vermont,VT,1978,1.5,0.46,1.56,3.52
Vermont,VT,1977,1.4,0.44,1.55,3.38
Virginia,VA,2016,1,0.49,0.66,2.14
Virginia,VA,2015,1,0.48,0.65,2.13
Virginia,VA,2014,1.01,0.47,0.63,2.11
Virginia,VA,2013,1.02,0.46,0.62,2.1
Virginia,VA,2012,1.04,0.46,0.62,2.12
Virginia,VA,2011,1.05,0.46,0.61,2.12
Virginia,VA,2010,1.08,0.44,0.6,2.12
Virginia,VA,2009,1.1,0.42,0.58,2.11
Virginia,VA,2008,1.12,0.42,0.58,2.12
Virginia,VA,2007,1.13,0.41,0.57,2.1
Virginia,VA,2006,1.13,0.39,0.56,2.08
Virginia,VA,2005,1.13,0.38,0.54,2.05
Virginia,VA,2004,1.14,0.37,0.53,2.04
Virginia,VA,2003,1.14,0.36,0.52,2.02
Virginia,VA,2002,1.15,0.34,0.51,2
Virginia,VA,2001,1.15,0.32,0.5,1.97
Virginia,VA,2000,1.16,0.31,0.49,1.97
Virginia,VA,1999,1.18,0.32,0.48,1.97
Virginia,VA,1998,1.17,0.3,0.47,1.95
Virginia,VA,1997,1.11,0.29,0.48,1.88
Virginia,VA,1996,1.12,0.3,0.49,1.91
Virginia,VA,1995,1.15,0.29,0.5,1.94
Virginia,VA,1994,1.2,0.27,0.51,1.99
Virginia,VA,1993,1.24,0.27,0.54,2.05
Virginia,VA,1992,1.25,0.28,0.57,2.1
Virginia,VA,1991,1.2,0.28,0.58,2.06
Virginia,VA,1990,1.25,0.3,0.62,2.18
Virginia,VA,1989,1.23,0.31,0.65,2.18
Virginia,VA,1988,1.31,0.25,0.67,2.24
Virginia,VA,1987,1.39,0.25,0.7,2.35
Virginia,VA,1986,1.52,0.27,0.73,2.52
Virginia,VA,1985,1.45,0.3,0.79,2.54
Virginia,VA,1984,1.46,0.29,0.8,2.55
Virginia,VA,1983,1.47,0.27,0.82,2.56
Virginia,VA,1982,1.46,0.27,0.86,2.59
Virginia,VA,1981,1.23,0.27,0.89,2.39
Virginia,VA,1980,1.23,0.25,0.9,2.38
Virginia,VA,1979,1.21,0.25,0.9,2.36
Virginia,VA,1978,1.2,0.21,0.89,2.3
Virginia,VA,1977,1.17,0.21,0.89,2.27
Washington,WA,2016,0.96,0.52,0.78,2.26
Washington,WA,2015,0.97,0.53,0.77,2.26
Washington,WA,2014,0.97,0.53,0.76,2.26
Washington,WA,2013,0.95,0.53,0.76,2.24
Washington,WA,2012,0.96,0.53,0.76,2.25
Washington,WA,2011,0.97,0.54,0.75,2.25
Washington,WA,2010,1.01,0.52,0.73,2.25
Washington,WA,2009,1.1,0.51,0.74,2.34
Washington,WA,2008,1.11,0.5,0.75,2.37
Washington,WA,2007,1.14,0.5,0.74,2.38
Washington,WA,2006,1.08,0.48,0.72,2.28
Washington,WA,2005,1.11,0.55,0.68,2.34
Washington,WA,2004,1.11,0.53,0.66,2.3
Washington,WA,2003,1.07,0.47,0.68,2.21
Washington,WA,2002,1.09,0.43,0.66,2.17
Washington,WA,2001,1.09,0.4,0.65,2.15
Washington,WA,2000,1.11,0.41,0.66,2.18
Washington,WA,1999,1.11,0.4,0.63,2.14
Washington,WA,1998,1.12,0.39,0.63,2.14
Washington,WA,1997,1.09,0.42,0.63,2.15
Washington,WA,1996,1.09,0.4,0.63,2.12
Washington,WA,1995,1.17,0.4,0.63,2.2
Washington,WA,1994,1.18,0.39,0.65,2.23
Washington,WA,1993,1.19,0.39,0.69,2.27
Washington,WA,1992,1.26,0.46,0.72,2.44
Washington,WA,1991,1.23,0.43,0.73,2.39
Washington,WA,1990,1.27,0.46,0.76,2.49
Washington,WA,1989,1.25,0.47,0.76,2.47
Washington,WA,1988,1.23,0.5,0.77,2.51
Washington,WA,1987,1.24,0.56,0.79,2.59
Washington,WA,1986,1.23,0.61,0.82,2.66
Washington,WA,1985,1.21,0.59,0.87,2.67
Washington,WA,1984,1.23,0.57,0.91,2.7
Washington,WA,1983,1.29,0.54,0.94,2.76
Washington,WA,1982,1.32,0.52,0.98,2.83
Washington,WA,1981,1.38,0.54,1.04,2.96
Washington,WA,1980,1.51,0.51,1.08,3.1
Washington,WA,1979,1.39,0.47,1.08,2.94
Washington,WA,1978,1.36,0.47,1.07,2.91
Washington,WA,1977,1.34,0.45,1.06,2.85
West Virginia,WV,2016,1.19,0.11,0.46,1.76
West Virginia,WV,2015,1.21,0.11,0.47,1.78
West Virginia,WV,2014,1.21,0.1,0.47,1.78
West Virginia,WV,2013,1.24,0.1,0.46,1.8
West Virginia,WV,2012,1.24,0.1,0.47,1.8
West Virginia,WV,2011,1.22,0.1,0.46,1.78
West Virginia,WV,2010,1.23,0.1,0.44,1.78
West Virginia,WV,2009,1.23,0.1,0.44,1.77
West Virginia,WV,2008,1.25,0.1,0.43,1.79
West Virginia,WV,2007,1.23,0.1,0.42,1.75
West Virginia,WV,2006,1.21,0.1,0.41,1.72
West Virginia,WV,2005,1.23,0.1,0.4,1.73
West Virginia,WV,2004,1.25,0.1,0.39,1.75
West Virginia,WV,2003,1.23,0.1,0.38,1.72
West Virginia,WV,2002,1.26,0.1,0.38,1.74
West Virginia,WV,2001,1.25,0.1,0.37,1.72
West Virginia,WV,2000,1.24,0.1,0.36,1.7
West Virginia,WV,1999,1.22,0.1,0.37,1.69
West Virginia,WV,1998,1.18,0.09,0.36,1.64
West Virginia,WV,1997,1.12,0.09,0.37,1.58
West Virginia,WV,1996,1.12,0.09,0.37,1.58
West Virginia,WV,1995,1.12,0.08,0.38,1.58
West Virginia,WV,1994,1.17,0.08,0.39,1.64
West Virginia,WV,1993,1.18,0.08,0.4,1.67
West Virginia,WV,1992,1.16,0.09,0.41,1.66
West Virginia,WV,1991,1.18,0.09,0.43,1.7
West Virginia,WV,1990,1.2,0.1,0.42,1.72
West Virginia,WV,1989,1.15,0.11,0.39,1.65
West Virginia,WV,1988,1.15,0.12,0.41,1.68
West Virginia,WV,1987,1.13,0.13,0.41,1.68
West Virginia,WV,1986,1.12,0.13,0.42,1.67
West Virginia,WV,1985,1.13,0.13,0.42,1.69
West Virginia,WV,1984,1.13,0.12,0.45,1.7
West Virginia,WV,1983,1.14,0.13,0.49,1.76
West Virginia,WV,1982,1.11,0.14,0.55,1.8
West Virginia,WV,1981,1.05,0.14,0.65,1.85
West Virginia,WV,1980,1,0.09,0.72,1.81
West Virginia,WV,1979,0.94,0.09,0.75,1.77
West Virginia,WV,1978,0.93,0.09,0.76,1.78
West Virginia,WV,1977,0.95,0.09,0.76,1.8
Wisconsin,WI,2016,1.36,0.4,1.22,2.98
Wisconsin,WI,2015,1.39,0.39,1.2,2.98
Wisconsin,WI,2014,1.41,0.38,1.18,2.97
Wisconsin,WI,2013,1.45,0.38,1.17,2.99
Wisconsin,WI,2012,1.46,0.37,1.18,3.02
Wisconsin,WI,2011,1.46,0.37,1.16,2.98
Wisconsin,WI,2010,1.49,0.32,1.13,2.94
Wisconsin,WI,2009,1.49,0.31,1.16,2.96
Wisconsin,WI,2008,1.55,0.34,1.13,3.01
Wisconsin,WI,2007,1.56,0.33,1.11,3
Wisconsin,WI,2006,1.58,0.32,1.09,2.99
Wisconsin,WI,2005,1.58,0.31,1.07,2.95
Wisconsin,WI,2004,1.53,0.3,1.02,2.85
Wisconsin,WI,2003,1.53,0.29,1,2.82
Wisconsin,WI,2002,1.56,0.28,0.98,2.82
Wisconsin,WI,2001,1.54,0.26,0.95,2.75
Wisconsin,WI,2000,1.53,0.27,0.95,2.76
Wisconsin,WI,1999,1.53,0.26,0.92,2.72
Wisconsin,WI,1998,1.58,0.26,0.9,2.74
Wisconsin,WI,1997,1.57,0.25,0.89,2.71
Wisconsin,WI,1996,1.53,0.24,0.88,2.65
Wisconsin,WI,1995,1.64,0.23,0.87,2.73
Wisconsin,WI,1994,1.58,0.22,0.91,2.72
Wisconsin,WI,1993,1.59,0.22,0.89,2.71
Wisconsin,WI,1992,1.59,0.25,0.9,2.74
Wisconsin,WI,1991,1.65,0.27,0.84,2.76
Wisconsin,WI,1990,1.74,0.31,1.03,3.07
Wisconsin,WI,1989,1.72,0.31,0.96,2.99
Wisconsin,WI,1988,1.76,0.33,0.95,3.05
Wisconsin,WI,1987,1.8,0.36,0.98,3.14
Wisconsin,WI,1986,1.88,0.34,0.96,3.18
Wisconsin,WI,1985,1.83,0.32,1.06,3.2
Wisconsin,WI,1984,1.87,0.31,1.03,3.21
Wisconsin,WI,1983,1.94,0.34,1.07,3.35
Wisconsin,WI,1982,1.95,0.3,1.05,3.3
Wisconsin,WI,1981,1.96,0.32,1.21,3.48
Wisconsin,WI,1980,1.95,0.31,1.19,3.45
Wisconsin,WI,1979,1.92,0.28,1.19,3.39
Wisconsin,WI,1978,1.83,0.28,1.2,3.31
Wisconsin,WI,1977,1.81,0.27,1.28,3.37
Wyoming,WY,2016,1.18,0.32,1.17,2.67
Wyoming,WY,2015,1.24,0.31,1.18,2.74
Wyoming,WY,2014,1.25,0.31,1.16,2.72
Wyoming,WY,2013,1.24,0.29,1.13,2.67
Wyoming,WY,2012,1.32,0.28,1.13,2.73
Wyoming,WY,2011,1.29,0.27,1.1,2.66
Wyoming,WY,2010,1.33,0.27,1.06,2.66
Wyoming,WY,2009,1.4,0.27,1.06,2.73
Wyoming,WY,2008,1.5,0.27,1.09,2.87
Wyoming,WY,2007,1.46,0.27,1.07,2.8
Wyoming,WY,2006,1.44,0.26,1.03,2.72
Wyoming,WY,2005,1.2,0.25,0.96,2.41
Wyoming,WY,2004,1.42,0.24,0.92,2.58
Wyoming,WY,2003,1.7,0.23,0.9,2.84
Wyoming,WY,2002,1.46,0.23,0.88,2.57
Wyoming,WY,2001,1.44,0.22,0.88,2.53
Wyoming,WY,2000,1.42,0.22,0.86,2.5
Wyoming,WY,1999,1.41,0.22,0.84,2.47
Wyoming,WY,1998,1.37,0.17,0.81,2.36
Wyoming,WY,1997,1.41,0.17,0.81,2.4
Wyoming,WY,1996,1.35,0.17,0.81,2.33
Wyoming,WY,1995,1.34,0.16,0.8,2.29
Wyoming,WY,1994,1.42,0.18,0.83,2.43
Wyoming,WY,1993,1.4,0.19,0.86,2.45
Wyoming,WY,1992,1.44,0.2,0.91,2.56
Wyoming,WY,1991,1.45,0.2,0.9,2.56
Wyoming,WY,1990,1.48,0.22,0.93,2.63
Wyoming,WY,1989,1.41,0.23,0.86,2.5
Wyoming,WY,1988,1.45,0.24,0.87,2.56
Wyoming,WY,1987,1.51,0.25,0.9,2.66
Wyoming,WY,1986,1.51,0.27,0.96,2.73
